time,open,high,low,close,Plot,Lagged Liquidity (12 weeks),Plot,Volume
1589760000,9672.95,9966.12,8669,8718.77,27.41211203916466,23.23966009550978,27.41211203916466,73340.67880949
1590364800,8710.12,9758.27,8630,9446.19,27.958675518266123,23.32817668119161,27.958675518266123,53042.00691613
1590969600,9444.61,10429.26,9135.68,9750.04,28.158159228061077,23.234281216301202,28.158159228061077,68669.0848275
1591574400,9759.04,10011.4,9078.91,9329.99,28.145254617231487,23.241260923099638,28.145254617231487,49148.59177276
1592179200,9329.99,9596.31,8900,9283.03,27.963647935155826,23.3580465378456,27.963647935155826,38341.62442907
1592784000,9287.89,9798.76,8830.63,9118.01,28.55689385941375,23.260424220767153,28.55689385941375,45799.49876681
1593388800,9118.8,9300,8905,9076.82,28.72310909368796,23.355647951753088,28.72310909368796,27670.22486561
1593993600,9077.18,9479.57,9053.14,9306.17,28.80111861923503,23.44654173439592,28.80111861923503,28315.81948601
1594598400,9304.94,9351.17,9026.51,9211.99,28.92253873931519,23.77483149035472,28.92253873931519,24244.16209023
1595203200,9213.15,10200,9128.21,9944.65,29.06715160346226,23.928974290004717,29.06715160346226,46693.48497079
1595808000,9941.25,12100,9933.77,11071.66,29.27949597155046,23.77733218663248,29.27949597155046,101978.64311276
1596412800,11074.92,11920,10933.26,11683.03,29.384403604879022,23.83721088410346,29.384403604879022,47005.6962185
1597017600,11684.6,12080,11130,11914.02,29.53554315864368,23.75903501614382,29.53554315864368,42664.80300814
1597622400,11916.83,12473,11367,11644.65,29.642533469320703,23.680916222979544,29.642533469320703,43615.2480828
1598227200,11653.7,11832.55,11112.75,11708.97,29.89509502165826,23.604020514932802,29.89509502165826,32501.07818002
1598832000,11713.11,12065.82,9850,10260.17,30.15751935731832,23.644045459141665,30.15751935731832,78736.19707203
1599436800,10258.43,10576.78,9825.07,10334.78,30.164258621923,23.55812333586679,30.164258621923,47461.46527966
1600041600,10338.82,11183.01,10250.13,10923.5,30.38582877750227,23.57399576380173,30.38582877750227,37510.14607747
1600646400,10921.53,10996.98,10138.3,10780.66,30.05202380821498,23.6325984814669,30.05202380821498,38347.80100277
1601251200,10779.99,10950,10380,10669.63,30.61789301452682,23.578542015539526,30.61789301452682,32524.8825737
1601856000,10666.16,11496.06,10525,11372.93,30.85669774759322,23.370619287328058,30.85669774759322,31751.36113734
1602460800,11372.48,11731.7,11175.99,11519.97,30.851136052149673,23.316137012793508,30.851136052149673,27319.69830074
1603065600,11518.58,13363.53,11409.94,13039.09,31.07725053252106,23.41340627433987,31.07725053252106,52166.77242322
1603670400,13041.12,14100,12773.5,13762,30.924501609471623,23.34865480986256,30.924501609471623,54378.58465957
1604275200,13762,15968.98,13220,15489.15,31.461244174896763,23.160636106545848,31.461244174896763,73010.28888116
1604880000,15484.68,16494.52,14824.66,15975.49,31.43008056708661,23.21519176975907,31.43008056708661,65719.14282049
1605484800,15975.49,18977,15875.5,18435.2,31.72885112431891,23.246740295995142,31.72885112431891,65568.69176432
1606089600,18432.6,19490,16218,18192.03,31.83974121082869,23.07172510942959,31.83974121082869,70234.36767588
1606694400,18196.75,19918.01,18100,19380.58,32.32854860200847,23.23000877914933,32.32854860200847,46493.56459558
1607299200,19385.13,19431,17569.58,19162.36,32.38725489257817,23.4739298373117,32.38725489257817,40449.84834316
1607904000,19151.82,24298.04,18979.21,23470.85,32.78575040520993,23.630328758726435,32.78575040520993,73098.80271362
1608508800,23470.85,28377.94,21864.86,26259.6,32.65775956510459,23.53520261385464,32.65775956510459,67965.21387615
1609113600,26242.82,34800,25831.85,33097.83,32.74118620004467,23.74817708095633,32.74118620004467,79594.39163482
1609718400,33068.83,42000,27734,38173.73,32.60721755167913,23.718867414240083,32.60721755167913,126513.78207127
1610323200,38164.88,40112.78,30261.13,35819.25,32.63313419203077,23.575166787808882,32.63313419203077,111650.1381281
