time,open,high,low,close,Plot,Lagged Liquidity (12 weeks),Plot,Volume
1589760000,9672.95,9966.12,8669,8718.77,27.41211203916466,23.81059581171806,27.41211203916466,73340.67880949
1590364800,8710.12,9758.27,8630,9446.19,27.958675518266123,23.84926948364039,27.958675518266123,53042.00691613
1590969600,9444.61,10429.26,9135.68,9750.04,28.158159228061077,24.87196477981912,28.158159228061077,68669.0848275
1591574400,9759.04,10011.4,9078.91,9329.99,28.145254617231487,25.863899296549743,28.145254617231487,49148.59177276
1592179200,9329.99,9596.31,8900,9283.03,27.963647935155826,26.31675584475732,27.963647935155826,38341.62442907
1592784000,9287.89,9798.76,8830.63,9118.01,28.55689385941375,26.40890359079684,28.55689385941375,45799.49876681
1593388800,9118.8,9300,8905,9076.82,28.72310909368796,26.59963631968765,28.72310909368796,27670.22486561
1593993600,9077.18,9479.57,9053.14,9306.17,28.80111861923503,27.12024204926682,28.80111861923503,28315.81948601
1594598400,9304.94,9351.17,9026.51,9211.99,28.92253873931519,27.050474678801223,28.92253873931519,24244.16209023
1595203200,9213.15,10200,9128.21,9944.65,29.06715160346226,27.18170812171308,29.06715160346226,46693.48497079
1595808000,9941.25,12100,9933.77,11071.66,29.27949597155046,27.41211203916466,29.27949597155046,101978.64311276
1596412800,11074.92,11920,10933.26,11683.03,29.384403604879022,27.958675518266123,29.384403604879022,47005.6962185
1597017600,11684.6,12080,11130,11914.02,29.53554315864368,28.158159228061077,29.53554315864368,42664.80300814
1597622400,11916.83,12473,11367,11644.65,29.642533469320703,28.145254617231487,29.642533469320703,43615.2480828
1598227200,11653.7,11832.55,11112.75,11708.97,29.89509502165826,27.963647935155826,29.89509502165826,32501.07818002
1598832000,11713.11,12065.82,9850,10260.17,30.15751935731832,28.55689385941375,30.15751935731832,78736.19707203
1599436800,10258.43,10576.78,9825.07,10334.78,30.164258621923,28.72310909368796,30.164258621923,47461.46527966
1600041600,10338.82,11183.01,10250.13,10923.5,30.38582877750227,28.80111861923503,30.38582877750227,37510.14607747
1600646400,10921.53,10996.98,10138.3,10780.66,30.05202380821498,28.92253873931519,30.05202380821498,38347.80100277
1601251200,10779.99,10950,10380,10669.63,30.61789301452682,29.06715160346226,30.61789301452682,32524.8825737
1601856000,10666.16,11496.06,10525,11372.93,30.85669774759322,29.27949597155046,30.85669774759322,31751.36113734
1602460800,11372.48,11731.7,11175.99,11519.97,30.851136052149673,29.384403604879022,30.851136052149673,27319.69830074
1603065600,11518.58,13363.53,11409.94,13039.09,31.07725053252106,29.53554315864368,31.07725053252106,52166.77242322
1603670400,13041.12,14100,12773.5,13762,30.924501609471623,29.642533469320703,30.924501609471623,54378.58465957
1604275200,13762,15968.98,13220,15489.15,31.461244174896763,29.89509502165826,31.461244174896763,73010.28888116
1604880000,15484.68,16494.52,14824.66,15975.49,31.43008056708661,30.15751935731832,31.43008056708661,65719.14282049
1605484800,15975.49,18977,15875.5,18435.2,31.72885112431891,30.164258621923,31.72885112431891,65568.69176432
1606089600,18432.6,19490,16218,18192.03,31.83974121082869,30.38582877750227,31.83974121082869,70234.36767588
1606694400,18196.75,19918.01,18100,19380.58,32.32854860200847,30.05202380821498,32.32854860200847,46493.56459558
1607299200,19385.13,19431,17569.58,19162.36,32.38725489257817,30.61789301452682,32.38725489257817,40449.84834316
1607904000,19151.82,24298.04,18979.21,23470.85,32.78575040520993,30.85669774759322,32.78575040520993,73098.80271362
1608508800,23470.85,28377.94,21864.86,26259.6,32.65775956510459,30.851136052149673,32.65775956510459,67965.21387615
1609113600,26242.82,34800,25831.85,33097.83,32.74118620004467,31.07725053252106,32.74118620004467,79594.39163482
1609718400,33068.83,42000,27734,38173.73,32.60721755167913,30.924501609471623,32.60721755167913,126513.78207127
1610323200,38164.88,40112.78,30261.13,35819.25,32.63313419203077,31.461244174896763,32.63313419203077,111650.1381281
1610928000,35826.36,37874.71,28800,32288.83,32.743564294005424,31.43008056708661,32.743564294005424,73139.22052764
1611532800,32289.06,38620,29150.49,33141.38,32.833035207674335,31.72885112431891,32.833035207674335,105347.75797631
1612137600,33110.32,41025.48,32333.01,38858.39,32.7695342571223,31.83974121082869,32.7695342571223,55960.93211402
1612742400,38870.36,49714.66,38050.97,48662.5,32.9864176760937,32.32854860200847,32.9864176760937,65876.44321015
1613347200,48620.48,58354.14,45914.75,57492.91,33.14962476630439,32.38725489257817,33.14962476630439,49179.87505794
1613952000,57485.74,57564.19,43021,45240.96,32.97118432999644,32.78575040520993,32.97118432999644,69331.00445925
1614556800,45261.56,52652.82,45020.25,50967.3,32.78971019109783,32.65775956510459,32.78971019109783,35430.40464755
1615161600,50952.55,61781.83,49316.98,59016.39,32.92713091185202,32.74118620004467,32.92713091185202,38099.48605222
1615766400,58956.9,60595.13,53221,57381.79,33.12072528660569,32.60721755167913,33.12072528660569,36350.20745335
1616371200,57410.54,58461.78,50360,55790.92,33.545218609057756,32.63313419203077,33.545218609057756,34670.69584881
1616976000,55790.28,60103.04,54892.42,58212.18,33.45820243615147,32.743564294005424,33.45820243615147,21804.88746864
1617580800,58213.69,61222.22,55441.93,59979.26,33.68513428895682,32.833035207674335,33.68513428895682,23556.53782028
1618185600,59972.26,64895.22,51541.16,56280.6,34.066296148625305,32.7695342571223,34.066296148625305,40593.6107434
1618790400,56260.83,57633,47004.2,49128.43,34.22701702078633,32.9864176760937,34.22701702078633,43334.13814596
1619395200,49122.75,58549,48823.01,56622.66,33.98852079404707,33.14962476630439,33.98852079404707,27817.93044151
1620000000,56599.91,59564.24,52924.5,58305.24,34.37693386685379,32.97118432999644,34.37693386685379,29785.83104546
1620604800,58336.16,59603,43769.4,46444.75,34.346615915069926,32.78971019109783,34.346615915069926,39631.42749072
1621209600,46446.42,46648.5,30066,34706.79,34.43281379406489,32.92713091185202,34.43281379406489,93913.66925193
1621814400,34735.35,40904,33425,35677.72,34.44432736780382,33.12072528660569,34.44432736780382,37901.48954003
1622419200,35675.3,39490,34195.2,35808.85,34.65689234018638,33.545218609057756,34.65689234018638,29480.86167383
1623024000,35810.69,39386.43,31025,39013.76,34.636723283971264,33.45820243615147,34.636723283971264,39330.10146011
